"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"1062259","Child Caring-Placing Agency","180 Degrees Inc","236 CLIFTON AVE","","","Minneapolis","MN","55403-3466","Hennepin","(612) 813-5000","Active","180 Degrees Inc","   ","Foster Care Services","None","Child Caring-Placing Agency","Department of Children, Youth, and Families","01/01/2012","01/01/2026","12/31/2026","   ","",
"1117155","Child Care Center","Asho Child Care Center","1402 1st Ave S","","","Minneapolis","MN","55403     ","Hennepin","(763) 267-2825","Conditional as of 08/23/2025","Asho Child Care Center LLC","88 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","11/28/2023","01/01/2026","12/31/2026","   ","",
"1115610","Home and Community Based Services","Ayesha Health Care Services LLC","1150 HENNEPIN AVE APT 2006","","","Minneapolis","MN","55403-1720","Hennepin","(612) 322-3319","Active","Ayesha Health Care Services LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","05/06/2025","01/01/2026","12/31/2026","   ","",
"1102578","Adult Day Care Services","Bloomington Adult Care","1200 2ND AVE S FL 1","","","Minneapolis","MN","55403-2513","Hennepin","(612) 236-3608","Active","Bloomington Adult Care","60 ","Age: 36 and older","None","Adult Day Care Services","Minnesota Department of Human Services","03/02/2020","08/27/2025","12/31/2025","   ","",
"1037617","Child Care Center","Bright Horizons Minneapolis at Tenth Street","34 S 10th St","","","Minneapolis","MN","55403-2033","Hennepin","(612) 332-7800","Active","Bright Horizons Children's Centers LLC","51 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","09/12/2005","01/01/2026","12/31/2026","   ","",
"1115807","Adult Day Care Services","Brighter Adult Care Inc","1200 2ND AVE S FL 2ND","","","Minneapolis","MN","55403-2513","Hennepin","(612) 987-2990","Active","Brighter Adult Care Inc","84 ","Age: 65 and older","Brighter Adult Care Inc is not licensed to provide adult day services to participants on BI, CADI or DD waivers.","Adult Day Care Services","Minnesota Department of Human Services","10/11/2023","01/01/2025","12/31/2025","   ","",
"800379","Child Care Center","Child Garden Total Environment Montessori School","1601 Laurel Ave","","","Minneapolis","MN","55403-1205","Hennepin","(612) 377-1698","Active","Child Garden Total Environment Montessori School, Inc.","246","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/04/1979","01/01/2026","12/31/2026","   ","",
"1100458","Substance Use Disorder Treatment","Crown Medical Support Services","1925 1ST AVE S","","","Minneapolis","MN","55403-3724","Hennepin","(612) 978-3783","Closed as of 09/05/2025","Crown Medical Support Services","   "," Non-Residential Treatment - ages 18 and older; Gender: Either; Satellite Location(s):","None","Specializing in: the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: Co-occurring Disorders; ","Minnesota Department of Human Services","11/03/2019","01/01/2025","12/31/2025","   ","",
"1113848","Home and Community Based Services","Everest Home Care LLC","1911 NICOLLET AVE STE 10-4","","","Minneapolis","MN","55403-3747","Hennepin","(612) 702-2829","Closed as of 10/29/2025","Everest Home Care LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports    ","None","","Minnesota Department of Human Services","09/01/2023","01/01/2025","12/31/2025","   ","",
"2000237","Child Care Center","Los Peques LLC","519 Oak Grove St","","","Minneapolis","MN","55403     ","Hennepin","(952) 540-7744","Active","Los Peques, LLC","36 ","Ages Served: Infant;Toddler;Preschool","None","Services: Day Program, School-age Child Care Program","Minnesota Department of Human Services","02/25/2025","01/01/2026","12/31/2026","   ","",
