"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"1112418","Home and Community Based Services","Access Day Support Services Center LLC","7101 YORK AVE S STE 309","","","Edina","MN","55435-4469","Hennepin","(952) 426-1885","Active","Access Day Support Services Center LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","10/24/2022","01/01/2026","12/31/2026","   ","",
"1112753","Home and Community Based Services","Alfa Care Services LLC","7101 YORK AVE S STE 304","","","Edina","MN","55435-4469","Hennepin","(952) 297-5700","Active","Alfa Care Services LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","01/01/2023","01/01/2026","12/31/2026","   ","",
"1112975","Home and Community Based Services","Beacon Home Care LLC","4445 77TH ST W STE 220","","","Edina","MN","55435-5135","Hennepin","(612) 990-4446","Active","BEACON HOME CARE LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/17/2023","01/01/2026","12/31/2026","   ","",
"1121510","Child Care Center","Casa de Corazon","4000 W 76th St","","","Edina","MN","55435     ","Hennepin","(952) 846-8656","Active","Zuby LLC","142","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","01/02/2024","01/01/2026","12/31/2026","   ","",
"1004399","Substance Use Disorder Treatment","Club Recovery","7701 YORK AVE S STE 350","","","Minneapolis","MN","55435-5832","Hennepin","(952) 926-2526","Active","Club Recovery ","   "," Non-Residential Treatment - ages 18 and older; Gender: Either; Satellite Location(s):","None","Specializing in: the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: Co-occurring Disorders; ","Minnesota Department of Human Services","07/26/2000","01/01/2026","12/31/2026","   ","",
"1111046","Home and Community Based Services","Community Responsive Solutions LLC","4445 77TH ST W STE 233","","","Edina","MN","55435-5216","Hennepin","(612) 242-3678","Active","Community Responsive Solutions LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","03/31/2022","01/01/2026","12/31/2026","   ","",
"800577","Child Care Center","Cradle Club","4530 W 77th St Ste 100","","","Edina","MN","55435-2600","Hennepin","(952) 831-4828","Active","The Cradle Club, Inc.","243","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","09/14/1989","01/01/2026","12/31/2026","   ","",
"1113513","Home and Community Based Services","Day & Night Home Care Corp","3200 SOUTHDALE CIR APT 303","","","Edina","MN","55435-5166","Hennepin","(612) 404-4423","Active","Day & Night Home Care Corp","   ","Basic Support Services: 24-hour emergency assistance; Homemaker; Night supervision; Respite care, in home or out-of-home; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment support services    ","None","","Minnesota Department of Human Services","04/17/2023","01/01/2026","12/31/2026","   ","",
"1105781","Home and Community Based Services","DefinedCare Inc","7101 YORK AVE S STE 220","","","Edina","MN","55435-2292","Hennepin","(952) 297-7468","Active","DefinedCare Inc,","   ","Basic Support Services: Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","10/16/2020","01/01/2026","12/31/2026","   ","admin@definedcareinc.com",
"1110643","Home and Community Based Services","Diamond Lake Home Healthcare LLC","7101 YORK AVE S STE 30","","","Edina","MN","55435-4494","Hennepin","(763) 328-6761","Active","Diamond Lake Home Healthcare L.L.C.","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","08/01/2022","01/01/2026","12/31/2026","   ","diamondlakehomehealthcare@gmail.com",
