"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"1084187","Home and Community Based Services","3H Care LLC","2529 NICOLLET AVE STE 203","","","Minneapolis","MN","55404-4267","Hennepin","(612) 562-8306","Active","Muqbil Omar Hashi","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/01/2017","01/01/2026","12/31/2026","   ","",
"1105095","Child Care Center","Aaron Child Care Inc.","2500 Minnehaha Ave Ste 100","","","Minneapolis","MN","55404     ","Hennepin","(612) 886-2557","Active","Aaron Child Care Inc.","117","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","11/10/2020","01/01/2026","12/31/2026","   ","",
"1085289","Substance Use Disorder Treatment","Addiction Counseling Center","1433 E FRANKLIN AVE STE 7A 7B","","","Minneapolis","MN","55404-2101","Hennepin","(612) 722-0591","Active","Safari Services, LLC","   "," Non-Residential Treatment - ages 18 and older; Gender: Either; Satellite Location(s):","None","Specializing in: the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: Co-occurring Disorders; ","Minnesota Department of Human Services","11/15/2017","01/01/2026","12/31/2026","   ","",
"1109070","Home and Community Based Services","Adna Disability Services","2100 1ST AVE S APT 206","","","Minneapolis","MN","55404-3490","Hennepin","(952) 652-1424","Active","Marian Mohamed Ahmed","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","01/01/2022","01/01/2026","12/31/2026","   ","",
"1067606","Home and Community Based Services","ADVANCED CARE, INC","1415 PARK AVE","","","Minneapolis","MN","55404-1551","Hennepin","(612) 721-1957","Active","Advanced Care, Inc.","   ","Basic Support Services: Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/01/2014","01/01/2026","12/31/2026","   ","",
"1114838","Home and Community Based Services","Advocate HomeCare Community Services LLC","501 E 19TH ST APT 300","","","Minneapolis","MN","55404-1808","Hennepin","(651) 356-4293","Active","Advocate HomeCare Community Services LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","04/15/2025","01/01/2026","12/31/2026","   ","",
"1099750","Home and Community Based Services","Agan Home Care Inc","2104 PARK AVE STE 110","","","Minneapolis","MN","55404-6607","Hennepin","(612) 351-7133","Active","Agan Home Care, Inc","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","05/17/2019","01/01/2026","12/31/2026","   ","",
"1051705","Substance Use Disorder Treatment","Agate Housing & Services Inc","2309 NICOLLET AVE","","","Minneapolis","MN","55404-3315","Hennepin","(612) 594-2029","Closed as of 08/28/2025","Agate Housing & Services Inc","   "," Non-Residential Treatment - ages 18 and older; Gender: Either; Satellite Location(s):","None","Specializing in: the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: Co-occurring Disorders; ","Minnesota Department of Human Services","01/21/2009","01/01/2025","12/31/2025","   ","",
"1092960","Family Child Care","Ahmed Del Khadro & Salad Nasro","2514 14th Ave S","","","Minneapolis","MN","55404     ","Hennepin","(612) 701-5306","Active","Khadro Ahmed Del AND Nasro Salad","10 ","Residential Dwelling","No transporting of children under age eight.    This license supersedes the previously issued license that was set to expire in 2025.","Family Child Care","Hennepin County Human Services & Public Health Dept","03/01/2018","01/01/2026","12/31/2026","Yes","",
"1016101","Detox Services","AICDC Detoxification Center","1800 CHICAGO AVE","","","Minneapolis","MN","55404-2592","Hennepin","(612) 879-3646","Active","American Indian Community Development Corporation","64 ","Age: 18 and older; Gender: Either","None","Detox Services","Minnesota Department of Human Services","04/18/2002","01/01/2026","12/31/2026","   ","",
"1100408","Withdrawal Management","AICDC Withdrawal Management","1800 CHICAGO AVE","","","Minneapolis","MN","55404-1901","Hennepin","(612) 879-3646","Active","American Indian Community Development Corporation","64 ","Age: 18 and older; Gender: Either","None","Withdrawal Management Program: Clinically Managed, Medically Monitored","Minnesota Department of Human Services","10/21/2019","01/01/2026","12/31/2026","   ","",
"1112723","Home and Community Based Services","Aisha Home Healthcare LLC Company","2121 NICOLLET AVE STE 204","","","Minneapolis","MN","55404-2575","Hennepin","(763) 923-9788","Active","Aisha Home Healthcare LLC Company","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/23/2023","01/01/2026","12/31/2026","   ","abdulbasid@aishahomehealthcare.com",
"1054865","Adult Day Care Services","All Welcoming Adult Care","2305 Snelling Ave","","","Minneapolis","MN","55404     ","Hennepin","(612) 353-4703","Active","All Welcoming Adult Care","31 ","Age: 18 and older, Remote Services","None","Adult Day Care Services","Minnesota Department of Human Services","02/28/2011","01/01/2026","12/31/2026","   ","",
"1105376","Home and Community Based Services","AllCare LLC","1003 E 24TH ST APT 2","","","Minneapolis","MN","55404-3831","Hennepin","(612) 345-4490","Active","ALLCARE LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","07/28/2020","01/01/2026","12/31/2026","   ","allcaremn@gmail.com",
"1105852","Home and Community Based Services","Alliance Home Healthcare Inc","2400 BLAISDELL AVE STE 205","","","Minneapolis","MN","55404-3331","Hennepin","(612) 702-0924","Active","Alliance Home Healthcare Inc","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Positive supports; Specialist services  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Day Services: Day support services  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","08/24/2020","01/01/2026","12/31/2026","   ","",
